week,abortion,climate,gender,guns,health,racial_justice,unauthorized_immigration,pca
19_02,34.187198638916016,34.56216812133789,34.21635818481445,34.479427337646484,34.729217529296875,34.379150390625,34.568565368652344,34.14632797241211
19_03,33.547332763671875,33.56589126586914,32.968048095703125,33.378562927246094,33.23423385620117,33.03466033935547,33.707679748535156,33.03453826904297
19_04,35.29226303100586,34.8581657409668,34.97865295410156,33.988529205322266,34.708614349365234,34.86044692993164,34.52401351928711,34.85390090942383
19_05,35.46096420288086,34.085514068603516,34.40169143676758,34.28561019897461,35.054664611816406,34.06867218017578,34.96006774902344,34.72856140136719
19_06,34.01252365112305,34.33596420288086,33.586769104003906,34.386138916015625,34.38498306274414,34.099403381347656,34.91072463989258,34.39687728881836
19_07,34.29160690307617,34.81772232055664,34.678287506103516,34.96061706542969,35.142330169677734,35.16509246826172,34.128936767578125,34.22160720825195
19_08,32.623538970947266,33.065467834472656,33.52497863769531,33.08094787597656,33.09976577758789,33.0899658203125,32.794708251953125,32.774497985839844
19_09,33.50559616088867,34.129634857177734,34.428855895996094,33.35940170288086,33.560115814208984,33.589637756347656,33.971893310546875,33.785926818847656
19_10,31.249574661254883,30.878175735473633,31.124406814575195,31.26724624633789,31.236326217651367,31.24839210510254,31.189382553100586,31.258052825927734
19_11,34.307945251464844,34.832698822021484,34.4188346862793,34.676082611083984,34.05679702758789,34.25032424926758,34.75143051147461,34.45895767211914
19_12,32.9248161315918,32.682777404785156,32.79508972167969,33.101314544677734,32.559322357177734,32.26006317138672,32.857704162597656,33.51991653442383
19_13,31.667869567871094,31.502914428710938,31.743825912475586,31.535476684570312,32.15901565551758,31.35536766052246,32.66652297973633,31.782878875732422
19_14,28.95974349975586,28.589616775512695,28.815696716308594,28.66681480407715,27.796905517578125,28.458951950073242,28.559354782104492,28.57518196105957
19_15,31.658851623535156,31.222320556640625,31.206388473510742,30.582046508789062,31.20804786682129,31.52596092224121,31.390911102294922,31.93145751953125
19_16,26.346406936645508,26.41998863220215,25.868820190429688,26.470075607299805,26.78731346130371,26.67939567565918,26.53568458557129,26.397855758666992
19_17,28.23532485961914,28.859596252441406,27.877683639526367,27.9740047454834,28.467378616333008,28.374221801757812,28.39856719970703,28.729656219482422
19_18,23.88280487060547,23.421085357666016,23.31435203552246,24.134746551513672,23.848861694335938,24.01017189025879,23.77910804748535,24.26169204711914
19_19,30.313610076904297,29.928829193115234,30.099048614501953,29.853952407836914,30.30748176574707,29.285598754882812,30.38077163696289,30.60028839111328
19_20,36.0323486328125,36.148193359375,35.77104949951172,36.66080856323242,35.690589904785156,35.61183166503906,35.90863037109375,35.24281692504883
19_21,27.999338150024414,28.79044532775879,28.42317008972168,28.34233856201172,28.729894638061523,28.337068557739258,28.714841842651367,28.160295486450195
19_22,27.5114803314209,27.992116928100586,27.937055587768555,28.079301834106445,28.003005981445312,27.772472381591797,28.05002784729004,28.181283950805664
19_23,30.690332412719727,31.098817825317383,30.969762802124023,31.60348892211914,31.35679054260254,31.266807556152344,30.916580200195312,31.045602798461914
19_24,28.142356872558594,28.206378936767578,28.22146224975586,27.686342239379883,28.104555130004883,28.413293838500977,28.139883041381836,28.023929595947266
19_25,31.31012725830078,31.55335807800293,31.710678100585938,31.576313018798828,31.349464416503906,31.451114654541016,31.431562423706055,31.158479690551758
19_26,35.35732650756836,35.025638580322266,34.81241989135742,35.610591888427734,34.90782928466797,35.481468200683594,35.69248580932617,34.81490707397461
19_27,29.699932098388672,29.53129005432129,29.613679885864258,29.177841186523438,29.324752807617188,29.72407341003418,30.159290313720703,29.62761116027832
19_28,29.972763061523438,30.062685012817383,30.2746639251709,29.86090660095215,29.8378963470459,29.633726119995117,29.755054473876953,30.16289520263672
19_29,35.03180694580078,34.837318420410156,35.141658782958984,35.12576675415039,34.68251419067383,35.20991134643555,35.33414840698242,35.2293701171875
