week,abortion,climate,gender,guns,health,racial_justice,unauthorized_immigration,pca
19_02,35.6996955871582,36.16524124145508,35.69186782836914,36.209625244140625,36.39939880371094,35.86294937133789,36.38749313354492,35.64837646484375
19_03,35.02009582519531,35.04998016357422,34.28567123413086,35.11576843261719,34.56073760986328,34.68301773071289,35.204654693603516,34.747581481933594
19_04,36.675376892089844,36.247100830078125,36.38172149658203,35.627159118652344,35.954689025878906,36.51347732543945,35.75189971923828,36.341346740722656
19_05,36.96858596801758,35.74384689331055,35.90175247192383,35.80199432373047,36.43869400024414,35.826744079589844,36.776554107666016,36.386417388916016
19_06,35.85637664794922,36.30113983154297,35.086204528808594,36.259910583496094,36.11083221435547,35.67802810668945,36.806034088134766,36.19392013549805
19_07,35.498435974121094,36.45487976074219,36.291770935058594,36.44048309326172,36.38774490356445,36.95906448364258,35.85423278808594,35.70635223388672
19_08,34.24839401245117,34.37560272216797,35.43654251098633,34.59415817260742,34.7925910949707,34.67742156982422,34.42488479614258,34.03014373779297
19_09,34.832054138183594,35.5413818359375,36.0936393737793,34.98920822143555,34.7254753112793,34.96812438964844,35.45282745361328,35.26987075805664
19_10,32.54026794433594,32.04998779296875,32.229270935058594,32.44803237915039,32.30329132080078,32.29605484008789,32.131591796875,32.32099151611328
19_11,35.917884826660156,36.57080841064453,35.89722442626953,36.22723388671875,35.89832305908203,35.90550231933594,36.26850509643555,35.73786544799805
19_12,34.6169319152832,33.887306213378906,34.14373779296875,34.62087631225586,34.087432861328125,33.74642562866211,34.378414154052734,35.00331115722656
19_13,33.028076171875,32.53707504272461,32.99622344970703,33.17949295043945,33.41767120361328,33.0122184753418,33.6925048828125,33.02373504638672
19_14,30.23519515991211,29.993093490600586,30.362180709838867,30.106046676635742,29.097064971923828,30.0382080078125,29.89093017578125,30.092449188232422
19_15,32.931419372558594,32.646697998046875,32.45991516113281,32.102081298828125,32.53164291381836,33.0359992980957,32.59341049194336,33.57841110229492
19_16,27.562219619750977,27.60210418701172,27.02792739868164,27.492382049560547,27.865331649780273,28.17575454711914,27.705303192138672,27.293006896972656
19_17,29.512775421142578,30.32651138305664,29.001142501831055,29.296628952026367,30.019182205200195,29.648584365844727,29.909278869628906,30.173620223999023
19_18,25.013111114501953,24.566381454467773,24.467683792114258,25.053518295288086,24.90022850036621,25.1153507232666,24.976421356201172,24.979272842407227
19_19,31.726221084594727,31.057966232299805,31.080368041992188,30.894161224365234,31.500255584716797,30.639604568481445,31.554719924926758,31.668073654174805
19_20,37.809242248535156,37.54710006713867,37.689083099365234,37.928531646728516,37.098392486572266,37.03406524658203,37.26022720336914,36.75111770629883
19_21,29.408870697021484,30.195255279541016,29.627389907836914,29.771060943603516,30.214059829711914,29.598377227783203,30.038564682006836,29.43651008605957
19_22,28.75692367553711,29.266925811767578,29.290699005126953,29.359228134155273,29.496021270751953,28.918254852294922,29.21770477294922,29.75185203552246
19_23,32.165836334228516,32.34641647338867,32.336265563964844,32.842308044433594,32.570350646972656,32.51382827758789,32.41748046875,32.56399154663086
19_24,29.231733322143555,29.18792152404785,29.573474884033203,29.001056671142578,29.056365966796875,29.57574462890625,29.585548400878906,29.475811004638672
19_25,32.657100677490234,32.9784049987793,33.277530670166016,32.80828094482422,32.912925720214844,32.98480987548828,33.26567077636719,32.79489517211914
19_26,36.95539855957031,36.43821334838867,36.331363677978516,37.0062141418457,36.343692779541016,36.896202087402344,37.259521484375,36.109657287597656
19_27,31.1285400390625,31.470123291015625,31.161300659179688,30.86878204345703,30.83155632019043,31.500843048095703,31.950336456298828,31.021461486816406
19_28,31.290956497192383,31.325593948364258,31.544048309326172,31.27067756652832,31.039464950561523,31.130754470825195,31.342029571533203,31.530315399169922
19_29,36.6168212890625,36.57133483886719,36.66080856323242,36.81358337402344,36.032997131347656,36.75568771362305,36.93103790283203,36.78715515136719
19_30,32.132164001464844,32.234458923339844,32.11727523803711,32.30934524536133,31.5281982421875,32.661617279052734,30.969295501708984,32.38723373413086
19_31,37.71767044067383,38.07980728149414,38.2624626159668,38.50863265991211,38.047603607177734,38.528934478759766,38.008506774902344,38.14487838745117
19_32,39.3489990234375,39.33906555175781,39.60932540893555,39.11316680908203,39.399879455566406,40.293357849121094,39.56932067871094,38.803279876708984
19_33,32.984161376953125,34.10693359375,34.29850769042969,33.705101013183594,34.333274841308594,33.328125,33.635902404785156,33.29391860961914
19_34,34.349369049072266,34.421546936035156,35.10253143310547,34.35969543457031,34.02806091308594,34.5529899597168,33.79997634887695,34.108245849609375
19_35,29.5211124420166,29.98084831237793,29.153959274291992,29.360584259033203,29.416828155517578,29.104961395263672,29.29778480529785,28.820823669433594
19_36,29.43890380859375,29.547351837158203,29.533138275146484,29.548110961914062,28.802234649658203,29.024505615234375,29.238758087158203,28.48050308227539
19_37,33.508792877197266,33.75103759765625,34.056854248046875,33.82793426513672,33.95668029785156,34.087799072265625,33.85089874267578,34.41325759887695
19_38,30.115005493164062,29.673755645751953,29.775390625,29.91448402404785,30.291492462158203,30.300939559936523,29.77643394470215,29.75417709350586
19_39,29.071840286254883,28.71478843688965,27.786609649658203,28.974712371826172,28.764925003051758,29.489288330078125,28.5806884765625,28.534942626953125
19_40,29.12794303894043,28.880361557006836,28.67328643798828,28.73257827758789,28.011878967285156,29.485776901245117,28.68754005432129,28.986669540405273
19_41,24.00455665588379,23.757585525512695,24.44605827331543,24.137630462646484,23.946247100830078,24.31338119506836,25.04178237915039,23.882097244262695
19_42,28.855371475219727,27.858501434326172,28.705514907836914,27.48651885986328,28.74346351623535,28.110708236694336,28.193668365478516,28.154743194580078
19_43,30.506040573120117,30.2248477935791,30.385759353637695,29.972646713256836,30.481637954711914,30.136600494384766,30.784820556640625,30.485578536987305
19_44,25.705537796020508,25.9492244720459,25.24570083618164,26.224149703979492,26.008909225463867,25.480609893798828,26.040597915649414,25.479557037353516
19_45,28.2781925201416,27.802637100219727,28.01877212524414,28.01612091064453,27.5389347076416,28.003095626831055,27.872840881347656,28.006362915039062
19_46,28.735246658325195,28.940505981445312,29.37587547302246,28.54514503479004,28.859418869018555,29.10796546936035,28.805416107177734,28.668045043945312
19_47,24.774316787719727,24.660709381103516,24.244325637817383,24.811687469482422,23.654321670532227,24.113296508789062,23.78973388671875,23.528867721557617
19_48,23.678585052490234,23.085453033447266,23.190927505493164,24.080955505371094,23.202598571777344,23.480207443237305,23.981658935546875,23.951929092407227
19_49,25.39327621459961,25.97941780090332,26.175500869750977,25.23233413696289,25.438310623168945,26.168725967407227,26.127059936523438,25.9190616607666
19_50,25.46638298034668,25.882516860961914,25.58077621459961,25.520612716674805,25.677671432495117,26.190650939941406,24.854909896850586,25.426448822021484
19_51,27.285078048706055,27.788419723510742,27.384458541870117,27.309404373168945,26.922700881958008,27.151086807250977,27.587369918823242,26.742870330810547
19_52,23.218950271606445,23.37525749206543,23.972867965698242,23.475435256958008,22.830215454101562,22.924800872802734,23.017765045166016,23.04570770263672
