week,abortion,climate,gender,guns,health,racial_justice,unauthorized_immigration,pca
19_02,36.620025634765625,45.86747360229492,31.525306701660156,31.236778259277344,29.85935401916504,32.999454498291016,35.68203353881836,22.635601043701172
19_03,39.79816436767578,46.65898513793945,31.10210609436035,30.772348403930664,31.961673736572266,35.49212646484375,38.384239196777344,23.590147018432617
19_04,38.43744659423828,45.567054748535156,28.593965530395508,29.24604606628418,29.25436019897461,33.881988525390625,37.160030364990234,22.885643005371094
19_05,39.72999572753906,48.928531646728516,31.537736892700195,32.460636138916016,31.28045082092285,35.10641098022461,36.85810089111328,24.266799926757812
19_06,41.331275939941406,48.66104507446289,32.604549407958984,30.244556427001953,31.448486328125,35.67972946166992,36.17323684692383,24.371376037597656
19_07,38.962074279785156,44.843658447265625,30.091968536376953,28.74662208557129,30.635719299316406,33.75078582763672,34.89658737182617,23.257511138916016
19_08,39.958309173583984,46.32883834838867,29.733808517456055,28.49870491027832,31.309226989746094,33.760746002197266,35.16550064086914,23.342540740966797
19_09,41.36451721191406,47.62543487548828,34.418819427490234,30.510986328125,32.6798210144043,37.21332550048828,37.61956024169922,25.543567657470703
19_10,37.63882827758789,45.83771514892578,29.693864822387695,29.204469680786133,30.16980743408203,33.35658264160156,33.991641998291016,22.953702926635742
19_11,40.730369567871094,49.00381851196289,33.68876647949219,31.742414474487305,31.138526916503906,36.27865219116211,37.95880126953125,25.023351669311523
19_12,39.39997482299805,47.831573486328125,31.286767959594727,30.222524642944336,30.51995277404785,32.34783172607422,35.51185607910156,23.744539260864258
19_13,35.823219299316406,44.637351989746094,29.237796783447266,27.371530532836914,28.368120193481445,30.25124740600586,33.42323303222656,22.876014709472656
19_14,31.98240089416504,39.70875549316406,27.07819175720215,25.0084285736084,26.24127769470215,28.309341430664062,30.479103088378906,20.230623245239258
19_15,36.40221405029297,44.40165710449219,28.79602813720703,27.671157836914062,30.524911880493164,32.52677536010742,34.039398193359375,22.68511390686035
19_16,32.75973129272461,39.03898620605469,25.70201873779297,24.493894577026367,27.055219650268555,28.402467727661133,30.63332176208496,19.82789421081543
19_17,35.77802658081055,40.02817916870117,27.941984176635742,25.923128128051758,28.171232223510742,30.16219711303711,30.222366333007812,20.831003189086914
19_18,31.673803329467773,38.89518356323242,24.323406219482422,24.64719581604004,25.33618927001953,28.10447120666504,28.390060424804688,19.455936431884766
19_19,33.336063385009766,40.04969787597656,26.845767974853516,25.267559051513672,26.7699031829834,29.540273666381836,30.611919403076172,20.093290328979492
19_20,38.888912200927734,46.77744674682617,29.145910263061523,29.690773010253906,29.730209350585938,33.48698043823242,34.95787048339844,23.121070861816406
