week,abortion,climate,gender,guns,health,racial_justice,unauthorized_immigration,pca
19_02,36.80766677856445,42.00498580932617,32.249332427978516,32.03141403198242,32.84895324707031,34.33586502075195,36.668060302734375,28.006128311157227
19_03,35.90993881225586,40.93134307861328,30.69550895690918,31.38377571105957,31.50440216064453,33.853721618652344,35.451290130615234,26.185609817504883
19_04,36.87537384033203,42.816043853759766,31.730388641357422,31.768823623657227,32.118675231933594,35.37383270263672,36.784976959228516,28.1748104095459
19_05,37.99991989135742,42.204994201660156,32.564842224121094,33.051387786865234,32.46443176269531,35.489219665527344,36.0675163269043,28.047687530517578
19_06,38.09291458129883,42.344818115234375,33.2435417175293,31.592967987060547,32.996089935302734,35.63694763183594,36.65900421142578,28.37264633178711
19_07,38.230594635009766,42.443302154541016,32.20769119262695,31.46687126159668,32.42988586425781,35.70308303833008,36.12609100341797,28.145280838012695
19_08,37.0572509765625,40.5799446105957,31.003740310668945,30.73171615600586,32.12885284423828,33.79123306274414,34.96214294433594,27.50215721130371
19_09,37.129878997802734,41.81682205200195,32.63850402832031,31.108610153198242,32.53462219238281,34.91569137573242,35.52573013305664,27.41781997680664
19_10,34.2060546875,38.51527786254883,29.73830795288086,29.037139892578125,29.020416259765625,31.476924896240234,32.593475341796875,25.514780044555664
19_11,37.999534606933594,42.44676971435547,32.79850387573242,32.09756851196289,32.306034088134766,35.12217330932617,36.28144454956055,28.234760284423828
19_12,36.39521789550781,40.93111038208008,31.0530948638916,30.214731216430664,32.09980392456055,33.20331954956055,33.52554702758789,26.47843360900879
19_13,35.418495178222656,39.45504379272461,30.319469451904297,29.626605987548828,30.834768295288086,32.50267791748047,33.69136047363281,26.696189880371094
19_14,30.453004837036133,35.39375686645508,26.825597763061523,26.282747268676758,26.818531036376953,28.927143096923828,29.267038345336914,23.483366012573242
19_15,34.332923889160156,38.96062469482422,29.292158126831055,29.162181854248047,30.051118850708008,32.23513412475586,33.20759963989258,26.39377212524414
19_16,28.39395523071289,32.284122467041016,25.00580596923828,24.487619400024414,26.692216873168945,26.710773468017578,28.635852813720703,21.888547897338867
19_17,30.712549209594727,35.607418060302734,26.414735794067383,26.091657638549805,27.871706008911133,28.652523040771484,29.52837371826172,23.960357666015625
19_18,27.450441360473633,30.5646915435791,23.162883758544922,22.82074546813965,24.028732299804688,25.111711502075195,25.505468368530273,20.02756118774414
19_19,32.080284118652344,36.87726593017578,28.326208114624023,27.75667381286621,29.024534225463867,30.913164138793945,31.407676696777344,24.973731994628906
19_20,40.06404113769531,44.61640930175781,33.24232864379883,33.80012512207031,34.20866012573242,36.08341979980469,37.3246955871582,29.640933990478516
19_21,31.957780838012695,34.561920166015625,27.521652221679688,26.928186416625977,27.032882690429688,29.77999496459961,30.365032196044922,24.08771324157715
19_22,31.40178871154785,35.44989013671875,26.52985382080078,25.66606903076172,25.855913162231445,29.05666732788086,29.574298858642578,23.731555938720703
19_23,35.05625534057617,37.65141296386719,29.22956085205078,29.463640213012695,29.202415466308594,30.959819793701172,32.8895263671875,25.409385681152344
