week,abortion,climate,gender,guns,health,racial_justice,unauthorized_immigration,pca
19_02,27.576934814453125,33.31013107299805,22.345178604125977,21.83592414855957,21.486364364624023,24.14667510986328,26.514720916748047,16.024864196777344
19_03,26.43604278564453,32.41105270385742,20.646982192993164,21.2025146484375,20.718868255615234,23.663806915283203,25.481042861938477,14.994161605834961
19_04,27.43153190612793,34.052024841308594,21.050979614257812,21.516117095947266,20.809961318969727,24.8840389251709,26.203025817871094,16.184354782104492
19_05,28.854494094848633,33.993961334228516,22.808385848999023,22.6710205078125,22.245288848876953,25.119882583618164,26.61945152282715,16.938201904296875
19_06,29.09897804260254,34.067962646484375,22.86039924621582,21.54490852355957,22.188674926757812,25.360183715820312,26.57430076599121,16.695270538330078
19_07,28.82133674621582,33.26956558227539,21.86421012878418,21.166227340698242,21.817707061767578,24.8154239654541,25.36675262451172,16.21471405029297
19_08,27.874862670898438,32.085662841796875,21.15519905090332,20.949153900146484,21.594005584716797,23.6756591796875,24.82280921936035,16.139738082885742
19_09,27.811264038085938,32.75776290893555,22.288284301757812,20.748218536376953,21.96106719970703,24.574989318847656,25.4852294921875,16.074068069458008
19_10,25.435632705688477,30.48933219909668,20.262910842895508,19.46683120727539,19.484651565551758,21.62835693359375,23.587974548339844,14.724434852600098
19_11,28.923620223999023,33.90837478637695,23.04316520690918,21.997859954833984,21.652463912963867,24.964155197143555,26.093210220336914,16.94221305847168
19_12,27.21178436279297,32.35030746459961,20.90508270263672,19.924415588378906,21.46803092956543,22.999855041503906,23.92594337463379,15.177057266235352
19_13,26.236019134521484,31.063695907592773,20.39453887939453,19.812992095947266,20.70362663269043,22.423328399658203,23.691137313842773,15.432171821594238
19_14,22.85242462158203,28.105989456176758,18.252107620239258,17.495752334594727,17.900787353515625,19.72233009338379,21.064666748046875,13.677408218383789
19_15,26.003124237060547,31.220233917236328,19.931629180908203,19.200807571411133,20.165760040283203,22.55328369140625,23.986618041992188,15.546943664550781
19_16,21.104923248291016,25.09648323059082,17.0361328125,16.440584182739258,17.6333065032959,18.954580307006836,20.100921630859375,12.624228477478027
