week,abortion,climate,gender,guns,health,racial_justice,unauthorized_immigration,pca
19_02,33.45929718017578,38.082679748535156,29.2358341217041,29.22443389892578,29.40684700012207,31.403474807739258,33.24711990356445,25.13377571105957
19_03,32.301326751708984,37.12600326538086,27.599782943725586,28.498756408691406,28.343006134033203,30.622535705566406,32.032989501953125,23.722442626953125
19_04,33.49641418457031,38.781124114990234,28.64154815673828,29.030555725097656,28.970947265625,32.020423889160156,33.045318603515625,25.33726692199707
19_05,34.73158645629883,38.6689567565918,29.743600845336914,29.962242126464844,29.63735008239746,32.28681564331055,33.123191833496094,25.778589248657227
19_06,34.85597610473633,38.786014556884766,29.967363357543945,29.133256912231445,29.87477684020996,32.40999984741211,33.40340042114258,25.7800350189209
19_07,34.82463836669922,38.27484130859375,29.15364646911621,28.780189514160156,29.477401733398438,32.211334228515625,32.69559860229492,25.28949546813965
19_08,33.60028076171875,36.7292366027832,28.016998291015625,28.137760162353516,28.831485748291016,30.617206573486328,31.424480438232422,24.78498649597168
19_09,33.59999084472656,37.74947738647461,29.14617156982422,28.117822647094727,29.307552337646484,31.454673767089844,31.955944061279297,24.602632522583008
19_10,30.875272750854492,34.71711349487305,26.667816162109375,26.060823440551758,26.212553024291992,28.320100784301758,29.685819625854492,22.881393432617188
19_11,34.73234176635742,38.802825927734375,29.898984909057617,29.454330444335938,29.487884521484375,31.998498916625977,32.94184494018555,25.780969619750977
19_12,32.99039077758789,36.943397521972656,27.81001853942871,27.384380340576172,28.82337760925293,30.107933044433594,30.540245056152344,23.65728759765625
19_13,31.789173126220703,35.4877815246582,27.08604621887207,26.77821159362793,27.707996368408203,29.296314239501953,30.2535343170166,23.68805694580078
19_14,27.8261661529541,32.193477630615234,24.132762908935547,23.7474308013916,24.350399017333984,25.929027557373047,26.660863876342773,21.10163688659668
19_15,31.31667137145996,35.42859649658203,26.49650001525879,26.4161434173584,27.064420700073242,29.171886444091797,30.21061134338379,23.78500747680664
19_16,25.711177825927734,28.991703033447266,22.489391326904297,22.17658042907715,23.689897537231445,24.258169174194336,25.317710876464844,19.40276336669922
19_17,27.84276580810547,32.272464752197266,23.755619049072266,23.542238235473633,25.02494239807129,26.083995819091797,26.882177352905273,21.55394744873047
19_18,24.581541061401367,27.370698928833008,20.81156349182129,20.403385162353516,21.34454917907715,22.55770492553711,22.86983871459961,17.864002227783203
19_19,29.26033592224121,33.4190673828125,25.40806007385254,25.166431427001953,26.324460983276367,27.775049209594727,28.523080825805664,22.492088317871094
19_20,36.92198181152344,40.91572189331055,30.37948226928711,31.179393768310547,31.17123794555664,33.18402862548828,34.156105041503906,27.35199737548828
19_21,28.940767288208008,31.58666229248047,24.74062156677246,24.46609878540039,24.333070755004883,26.897939682006836,27.523460388183594,21.594188690185547
19_22,28.256126403808594,31.93536949157715,23.74824333190918,23.42698860168457,23.32329559326172,26.392854690551758,26.84097671508789,21.089122772216797
19_23,32.13236999511719,34.30876159667969,26.48592185974121,26.96215057373047,26.482946395874023,28.323625564575195,29.835769653320312,23.030168533325195
19_24,29.12415313720703,30.337608337402344,23.913801193237305,23.08928871154785,23.202835083007812,25.485422134399414,26.71708869934082,20.48983383178711
19_25,32.7921028137207,35.932212829589844,27.809894561767578,26.432016372680664,26.604448318481445,29.52368927001953,31.580127716064453,23.94770622253418
19_26,36.21853256225586,39.2854118347168,29.179658889770508,29.172775268554688,30.247501373291016,33.06061553955078,34.32801818847656,26.451610565185547
19_27,30.94489860534668,33.39653778076172,25.108259201049805,24.09363555908203,26.021804809570312,27.61417579650879,30.1102237701416,22.45220184326172
19_28,30.03404426574707,33.073219299316406,25.03208351135254,25.178211212158203,26.279865264892578,27.51274871826172,30.510608673095703,22.662940979003906
19_29,36.146751403808594,39.49779510498047,30.08439826965332,28.953893661499023,30.957164764404297,34.12990951538086,36.16612243652344,27.454345703125
19_30,30.99823570251465,34.64848709106445,26.386802673339844,25.233156204223633,25.760005950927734,28.572301864624023,30.6845703125,23.354087829589844
19_31,37.879417419433594,41.36246109008789,31.225332260131836,30.60489845275879,32.302162170410156,34.29867935180664,36.87730407714844,28.487138748168945
19_32,37.90470886230469,42.878440856933594,32.45396423339844,32.8283805847168,33.76294708251953,35.3772087097168,38.34998321533203,29.19495391845703
19_33,32.966670989990234,36.685306549072266,27.107332229614258,27.92782974243164,28.45079803466797,30.760467529296875,32.49032211303711,24.81629753112793
19_34,32.5789680480957,37.11833190917969,27.768211364746094,28.266542434692383,28.81580924987793,30.238096237182617,32.35773468017578,24.601703643798828
19_35,28.990957260131836,31.465429306030273,24.50314712524414,24.39792823791504,24.99702262878418,26.979610443115234,27.538000106811523,22.173696517944336
19_36,28.067516326904297,31.590351104736328,24.377485275268555,24.038681030273438,25.029083251953125,27.014198303222656,27.61688804626465,21.7365779876709
19_37,32.89837646484375,36.42375946044922,27.687423706054688,29.0196533203125,28.437421798706055,29.92506980895996,31.69554901123047,24.434078216552734
19_38,29.016475677490234,31.853775024414062,24.089672088623047,24.985363006591797,24.954755783081055,26.11020851135254,27.591632843017578,20.587507247924805
19_39,27.910865783691406,30.782638549804688,23.05279541015625,23.99495506286621,23.364187240600586,25.317262649536133,26.40983772277832,20.06301498413086
19_40,27.917112350463867,30.672739028930664,23.566267013549805,23.55431365966797,24.028228759765625,25.895652770996094,26.279827117919922,20.230852127075195
19_41,23.068050384521484,25.77900505065918,20.025325775146484,19.36834716796875,19.44752311706543,21.14063835144043,22.434146881103516,16.65340232849121
19_42,27.84107208251953,29.395830154418945,21.620702743530273,22.094871520996094,23.264739990234375,23.9245662689209,26.059602737426758,19.050539016723633
19_43,29.224985122680664,32.66484832763672,24.753528594970703,24.95427894592285,25.12880516052246,26.941213607788086,27.76544761657715,21.943574905395508
19_44,24.288267135620117,26.743396759033203,20.707809448242188,19.800439834594727,21.109315872192383,22.439966201782227,23.591754913330078,16.784584045410156
19_45,27.421497344970703,30.584970474243164,23.588899612426758,22.27716827392578,23.950286865234375,24.933372497558594,25.262407302856445,20.438596725463867
19_46,27.873817443847656,30.910945892333984,23.618972778320312,22.363481521606445,24.530887603759766,25.471323013305664,26.04986572265625,20.115386962890625
19_47,23.39410400390625,25.26188850402832,19.190216064453125,18.828702926635742,20.223365783691406,20.3609561920166,21.778738021850586,16.169618606567383
19_48,23.121957778930664,24.95661735534668,18.900636672973633,18.53480339050293,20.18541717529297,21.413034439086914,21.501550674438477,16.6696834564209
19_49,24.888315200805664,27.808347702026367,21.916095733642578,20.595291137695312,22.309022903442383,22.214685440063477,23.42348861694336,18.678499221801758
19_50,23.921756744384766,27.033639907836914,20.496919631958008,19.8229923248291,21.501873016357422,22.166893005371094,23.079252243041992,17.706758499145508
19_51,26.066347122192383,29.20477867126465,23.23651885986328,21.80011749267578,23.3708438873291,24.077882766723633,24.654743194580078,19.386486053466797
19_52,22.555953979492188,24.45063018798828,19.651493072509766,18.233110427856445,19.512407302856445,20.03243064880371,21.004169464111328,15.995805740356445
